inviti,"{Ｂ}［他］招待する, 招く; 勧誘する",邀请；请…做；（转）吸引，诱人,3.77
inĝeniero,"{Ｂ}技師, 技術者",工程师，技师,8.4
io,"{Ｂ}［代］ある物, ある事; 何か",某物，某事,1.77
iom,"{Ｂ}［副］いくらか, 少し",一些，一点儿,1.77
iri,"{Ｂ}［自］行く, 行き着く, 向かう; （物事が）運ぶ; （機械が）動く",去，走；进行；（机器）运转,2.27
ironio,"{Ｂ}皮肉, 当てこすり; アイロニー, 反語",反语；用反语讽刺，嘲弄,8.9
iu,"{Ｂ}［形］ある, どれかの / {Ｂ}［代］ある人, どれか",某个（形）；某人（代）,1.77
izoli,"{Ｂ}［他］孤立させる, 切り離す, 隔離する; 【電】絶縁する; 【化】単離する",隔离，使孤立；使绝缘；（化）分离，单离,8.9
ja,"{Ｂ}［副］実に, まったく, まさに",确实；诚然,1.77
jako,"{Ｂ}【服】背広, （腰丈までの）ジャケット; 上着",短上衣，夹克；西装上衣,5.83
jam,"{Ｂ}［副］既に, もはや",已经,1.77
januaro,{Ｂ}１月,一月,3.77
jaro,"{Ｂ}年, 一年; 年度",年,2.27
je,{Ｂ}［前］（時刻を示す場合や，他に適当な前置詞がない場合に用いる）,用于表示时刻或在无更合适介词时使用的通用介词,1.77
jen,"{Ｂ}［副］（相手の注意を引いて）そらここに, ほらそこに",看，这里；瞧，那里（引起注意）,1.77
jes,"{Ｂ}［副］はい, そうです",是，对,1.77
ju,{Ｂ}［副］（相関表現）「～すればするほど」の前半を作る語,（相关比较前项）越…,6.83
jubileo,"{Ｂ}（５０周年などの）記念祭; 【カ】聖年, 大赦",周年纪念庆典（如50周年等）；（天主教）圣年，大赦,8.9
julio,{Ｂ}７月,七月,3.77
juna,"{Ｂ}若い, 年の若い, 年少の, 幼い",年轻的，年少的；幼小的,2.27
junio,{Ｂ}６月,六月,3.77
jupo,{Ｂ}【服】スカート,裙子,6.33
juro,"{Ｂ}【法】法, 法律",法，法律,8.4
justa,"{Ｂ}公正な, 正義にかなった; 正当な, もっともな",公正，公平；正当，合理，有根据,4.83
juvelo,"{Ｂ}（宝石貴金属の）装身具, アクセサリー, 宝飾品; 《転》貴重品, 至宝",珠宝首饰；（转）珍宝，至宝,8.4
juĝi,"{Ｂ}［他］裁判する, 裁く; 判断する, 判定する; 審判する",审判；判断，评价,5.33
kabano,"{Ｂ}小屋, 掘立て小屋, あばら屋",简陋小屋，茅屋，草棚,8.9
kabineto,"{Ｂ}【政】内閣; 書斎, 事務室, 診察室; （収集品の）陳列室",内阁；书房、办公室、诊室；陈列室,8.4
kadro,"{Ｂ}枠, 額縁; 環境, 場所; 枠組, 範囲; 【政】幹部 / 【情】フレーム（ウェブページの表現技法の一）",框架，边框；环境，范围；骨干（核心成员）；（计）框架,7.9
kaduka,"{Ｂ}老朽の, 荒廃した; 老衰した, 老いぼれた; 消えていく, はかない; 【法】（期限切れで）無効の, 失効した",老朽，荒废；衰老；易消逝，短暂；（法）失效，无效,8.9
kafo,"{Ｂ}【料】コーヒー; コーヒー豆, =kafgrajno",咖啡；咖啡豆,3.77
kaj,{Ｂ}［接］～と～; そして,和，并且,1.77
kajero,"{Ｂ}ノート, 帳面; （本の）分冊",笔记本，练习本；（书籍的）分册,5.83
kajo,"{Ｂ}【海】岸壁, 波止場; 河岸（かし）, 荷揚げ場; 【鉄】プラットホーム",码头，河岸货场；（铁）站台，月台,8.4
kaldrono,"{Ｂ}かま, 大なべ; 【地理】カルデラ, 釜状陥没",大锅；（地理）破火山口，火山口凹地,8.9
kalendaro,"{Ｂ}カレンダー, 暦; 暦法",日历，历法,8.4
kalkano,{Ｂ}【解】踵（かかと）,脚后跟，踵,8.4
kalkuli,{Ｂ}［他］計算する; 数える; 見なす; 当てにする,计数，计算；看作，算作；指望，考虑到,3.27
kalsono,"{Ｂ}【服】パンツ, トランクス（下着）",内裤，衬裤,8.4
kalumnii,"{Ｂ}［他］中傷する, 誹謗（ひぼう）する, 名誉を毀損（きそん）する",污蔑，诽谤,8.9
kamarado,"{Ｂ}仲間, 同僚; （呼びかけで）同志",同伴，伙伴；同志（称呼）,6.33
kameno,{Ｂ}暖炉,壁炉，暖炉,7.4
kamiono,"{Ｂ}（主に大型）トラック, 貨物自動車, =ŝarĝaŭto",卡车,8.4
kampo,"{Ｂ}野原, 田畑; 場, 分野, 範囲; 【理】場; 【情】フィールド",田地，场地；领域，范围；（理）场；（信息）字段,2.27
kanalo,"{Ｂ}運河, 堀, 水路; 【海】水道; 【通】チャンネル; 【解】管; 《転》伝達手段, 経路",运河，沟渠，水道；海峡；（通信）频道；（解）管道；（转）渠道，途径,8.9
kandelo,{Ｂ}ろうそく; 【理】カンデラ（光度の単位，cd）,蜡烛；（理）坎德拉（光度单位）,8.4
kandidato,"{Ｂ}候補者, 志願者, （入試の）出願者",候选人，候补者，投考者,8.9
kanti,{Ｂ}［他］歌う; （鳥が）さえずる; 《転》心地よい音を奏でる; （詩や歌で）褒めたたえる,唱，歌唱；（鸟）啼鸣；（转）讴歌,2.77
kanzono,"{Ｂ}歌, 歌謡; 【文】カンツォーネ（定型詩）",歌曲，歌谣；（文）坎佐内诗体,8.4
kapabla,"{Ｂ}有能な, 能力のある, ～できる",有能力的，能够…的,5.33
kapitalo,"{Ｂ}【経】資本; 資本金, 資金; 《転》資本, 元手",资产，资金，资本,8.4
kapo,"{Ｂ}頭, 頭部; 頭脳; 一人, 一頭; 《転》頂上部, 先端, 先頭; 指導者",头；头脑；（量词）人/头；先端；领导者,2.27
kapro,{Ｂ}【動】ヤギ（山羊）,山羊,7.4
kapti,"{Ｂ}［他］つかまえる, 捕らえる; つかむ, 把握する; とりこにする",捉住，抓住；把握；（转）迷住,3.27
kara,"{Ｂ}親愛な, いとしい; 大切な; 高価な, （値段が）高い",亲爱的，珍贵，昂贵,3.27
karaktero,"{Ｂ}性質, 性格, 個性, 特徴; 風格, 気骨; 【生】形質; 【心】性格",性格，个性；性质，特征；风格；（生）性状，形质,6.33
karbo,"{Ｂ}炭, 石炭, 木炭",煤，炭，木炭,7.4
karesi,"{Ｂ}［他］愛撫する, やさしくなでる, そっと触れる; 慰める, 喜ばせる; 好意を示す",爱抚，轻抚；安慰，使高兴；表示好意,8.4
karno,"{Ｂ}肉, 肉体, >>〜; 【植】果肉",肉，肉体，果肉,8.9
karoto,{Ｂ}【植】ニンジン（人参）,胡萝卜,7.9
karto,"{Ｂ}カード, （紙の）札; はがき; （トランプの）札; 地図; 【電】基板",卡片，纸札；明信片；纸牌；地图；（电）电路板,3.77
kartono,"{Ｂ}厚紙, 板紙, ボール紙; =muldo〜（紙粘土）",硬纸板，厚纸板，卡纸,8.9
kaserolo,"{Ｂ}【料】キャセロール, シチュー鍋, ソースパン（柄付きの深い平底鍋）",（长柄深平底）炖锅，深平底锅,7.9
kaso,"{Ｂ}現金箱, 金庫; 出納所; 資金",钱柜，保险箱；出纳处；资金,6.83
kastelo,"{Ｂ}城, 城郭; 大邸宅, 館（やかた）",城堡；大宅邸,8.4
katalogo,"{Ｂ}カタログ, 目録 / 【情】ディレクトリ・リスト",目录；（计）目录列表,8.9
kataro,{Ｂ}【病】カタル,卡他（黏膜炎）,7.9
kategorio,"{Ｂ}部類, 部門, 種類, 等級; 【哲】カテゴリー, 範疇（はんちゅう）",种类，类别；范畴,8.9
kateno,"{Ｂ}手鎖, 足鎖, 手かせ, 足かせ; 《転》束縛, 拘束（するもの）",镣铐，锁链，枷锁；束缚,8.4
kato,{Ｂ}【動】ネコ（猫）,猫,3.27
kavo,"{Ｂ}穴, 空洞, くぼみ, へこみ; 【解】腔（こう）, 窩（か）; 【理】（波の）谷, >>〜",洞，空腔，凹陷；（解）腔、窝；（理）波谷,6.33
kazo,{Ｂ}【Ｇ】格; 【法】訴訟事件; 事例; 【医】症例,格；案件，诉讼案；事例；病例,8.9
kaĉo,"{Ｂ}【料】かゆ, ピューレ, かゆ状の食物; 《転》まずい食物; 《転》かゆ状の物",粥，糊状食物；（转）糟糕食物，糊状物,8.9
kaĝo,{Ｂ}鳥かご; おり,笼，槛；牢笼，囚房,8.9
kaŝi,"{Ｂ}［他］隠す, 覆い隠す; 秘密にする, 秘める",隐藏，遮掩；隐瞒，保密,3.27
kaŝtano,{Ｂ}【果】クリ（栗）,栗子；栗树（语境）,8.9
kaŭzo,"{Ｂ}原因, もと; 理由, 動機, わけ, 根拠; 【哲】原因, 因",原因；理由；动机；根据,3.27
kaŭĉuko,"{Ｂ}【化】弾性ゴム, ゴム, >>〜",橡胶,7.9
ke,{Ｂ}［接］～ということ,（连）…这个事实；用于引导从句,1.77
kelka,"{Ｂ}（数について）いくつかの, 何人かの; （量について）いくらかの, 多少の",一些；[~aj]几个人，不太多,2.27
kelnero,"{Ｂ}給仕, ウエーター, ボーイ",侍者，服务员,7.9
kelo,"{Ｂ}地下室, 穴倉, 地下貯蔵庫; 《転》（地下に貯蔵された）ワイン（全体）",地窖，地下室；（转）窖藏葡萄酒（总称）,7.4
kemio,{Ｂ}化学,化学,8.4
kerno,"{Ｂ}核, 種（たね）, 芯（しん）; 《転》核心; 【理】核, =〜; 【数】核",仁，核，芯；中心，核心；（理）原子核；（数）核,8.9
kesto,"{Ｂ}箱, ケース, 容器",箱子,5.83
kia,"{Ｂ}［形］どのような, どんな",什么样的,1.77
kial,"{Ｂ}［副］なぜ, どうして / {Ｂ}［接］なぜ～かということ",为什么；为何…（连）,1.77
kiam,{Ｂ}［副］いつ / ［接］～ときに,什么时候；[连]当…时候,1.77
kie,"{Ｂ}［副］どこで, どこに",在什么地方,1.77
kiel,"{Ｂ}［副］いかに, どのように / {Ｂ}［接］～のように",怎样，如何；像…一样,1.77
kies,{Ｂ}［形］だれの,谁的,1.77
kino,"{Ｂ}映画, 映画制作, >>〜",电影；电影制作，电影业,8.4
kio,"{Ｂ}［代］何, 何事",什么,1.77
kiom,"{Ｂ}［副］どれほど, どれくらい, いくら / {Ｂ}［接］（～）ほど",多少，多么；（连）…多少/…多么,1.77
kirurgio,"{Ｂ}【医】外科学, 外科; 外科手術",外科，外科学，外科手术,8.9
kisi,"{Ｂ}［他］キスする, 口づけする; 《転》そっと触れる",亲吻；（转）轻触,5.83
kiu,"{Ｂ}［形］どの, どちらの / {Ｂ}［代］だれ, どれ, どちら",哪个，哪位（形）；谁，哪一个（代）,1.77
klara,"{Ｂ}澄みきった, 明るい; 明瞭（めいりょう）な, 明白な",清楚；明亮，清澈,2.27
klasika,"{Ｂ}古典の; 古典的な, 伝統的な, 正統派の; 【芸】古典主義の, 古典派の",古典的，经典的；传统的，正统的,7.33
klaso,"{Ｂ}等級, 種類; 階級, 階層; クラス, 学級, 組; 【生】（分類学上の）綱（こう）",等级，类别；阶级，阶层；班级；（生）纲,3.77
klera,"{Ｂ}教養ある, 学識のある",有文化，有教养，有见识,6.33
kliento,"{Ｂ}顧客, 依頼人, 患者; 得意客, 常連; 【史】（古代ローマの）クリエンテス（被保護平民）",顾客，委托人，患者；（史）古罗马被保护平民,8.4
klimato,{Ｂ}気候; 風土,气候，风土,8.9
klini,"{Ｂ}［他］傾ける, 斜めにする; 《転》心を向けさせる",使倾斜，使弯曲，俯身；（转）使倾向于，使偏向,5.33
klopodi,"{Ｂ}［自］奔走する, 尽力する, 世話を焼く",尽力，忙碌；奔走，奔忙,7.33
klubo,"{Ｂ}クラブ, 会, 結社",俱乐部，联谊会,7.33
knabo,"{Ｂ}少年, 男の子",男孩,2.77
knedi,"{Ｂ}［他］（穀粉・粘土を）こねる, 練る; もむ; 《転》（性格などを）鍛える",和面，揉面；揉捏；（转）锻炼，塑造,8.4
koketa,"{Ｂ}こびるような, なまめかしい, 色っぽい",娇媚的，卖弄风情的,8.9
koko,{Ｂ}ニワトリ（鶏）,鸡（家鸡）,5.33
kolegio,"{Ｂ}【学】（英米などの）カレッジ, 単科大学, 高等専門学校; （仏などの）コレージュ, 中等学校; 【宗】（同じ職能の）集団, 会",学院；（英美）单科大学/高等专科学校；（法等）中等学校；（宗）同职能团体,8.9
kolektiva,"{Ｂ}集団的な, 団体の, 共同の; 集合的な",集体的，共同的；集合性的,8.9
koleri,"{Ｂ}［自］怒る, 腹を立てる（対象・原因を伴う）; ［他］まれ",发怒，生气（对…）,3.27
kolizii,"{Ｂ}［自］衝突する, ぶつかる",碰撞；相撞；（转）冲突,8.9
kolo,{Ｂ}【解】首; 《転》首状に細くなった部分,颈，脖子；（转）颈状细部,4.83
kolombo,{Ｂ}【鳥】ハト（鳩）（ハト科の鳥の総称）,鸽子,8.9
kolono,"{Ｂ}【建】円柱, 柱; 記念柱; 《転》柱状のもの; 《転》大黒柱（人）; 【印】=〜（欄）; 【軍】縦隊",圆柱，支柱；纪念柱；柱状物；（转）支柱人物；（排版）栏；（军）纵队,8.4
koloro,"{Ｂ}色, 色彩; 【楽】=son〜（音色）; 【遊】（トランプの）色（赤または黒）; 《転》特色, 個性, 色合い",颜色，色彩；（乐）音色；（纸牌）红/黑色组；（转）特色,2.77
kolumno,"{Ｂ}【印】（縦の）欄; （新聞の）コラム; （縦の）列; 【遊】（チェス盤などの）縦列, =〜; 【数】（数の）桁（けた）",栏，专栏；纵列；（数）数位,8.9
komandi,"{Ｂ}［他］【軍】指揮する, 指図する, 命令する; 【機】操作する, 制御する",统帅，指挥，命令，控制,8.4
kombi,"{Ｂ}［他］（くしで）すく, くしけずる",梳，梳头,7.4
kombini,"{Ｂ}［他］組み合わせる, 結合する; 組み立てる, 案配する; 【化】化合させる",组合，结合，配合；（化）化合,8.9
komedio,"{Ｂ}喜劇, コメディー, ><〜; 《転》茶番, 見せかけの芝居, >>farso",喜剧；（转）闹剧，做作表演,8.9
komenci,"{Ｂ}［他］始める, 開始する, 着手する, 取りかかる",开始,2.27
komerci,"{Ｂ}［自］商売をする, 商取引をする",经商，做买卖,3.27
komforta,"{Ｂ}快適な, 心地よい, 安楽な",舒服，安逸,5.83
komika,"{Ｂ}こっけいな, おかしな, おどけた, おもしろい",可笑，滑稽,8.4
komisii,"{Ｂ}［他］委託する, 委任する",委托，委任；托付,8.4
komisiono,{Ｂ}（調査・審議する）委員会,（处理专门或临时事物的）委员会,8.4
komitato,{Ｂ}（実行）委員会,执行委员会,7.9
komo,"{Ｂ}コンマ, 読点; 【数】小数点; 【情】コンマ（，）",逗号；（数）小数点,8.4
kompanio,"{Ｂ}会社; （集合的に）仲間, 一同, 同伴; 【軍】中隊",公司；伙伴，一行人；陪伴；（军）连,7.33
kompari,"{Ｂ}［他］比較する, 比べる; たとえる",比较，对比；比作，比拟,5.83
kompati,"{Ｂ}［他］哀れむ, 同情する, 気の毒に思う",怜悯，同情,5.33
kompetenta,"{Ｂ}適任の, 有能な, 資格のある; 権限のある, 所管の, 管轄の",有能力的，能胜任的；有权限的，主管的,8.9
kompleta,"{Ｂ}全部の, 完備した; 完全な",全，齐全，完备,8.4
kompliki,"{Ｂ}［他］複雑にする, 込み入らせる, ややこしくする",使复杂，使麻烦,8.9
komponi,"{Ｂ}［他］（芸術作品を）構成する, 創作する; 【楽】作曲する; 【化】構成する",组成，构成；创作；作曲；（化）构成,8.9
kompreni,"{Ｂ}［他］理解する, わかる; 了解する, 納得する; 精通している",理解，明白；领会，懂得,2.27
komuna,"{Ｂ}共通の, 共有の, 共同の; 一般の, 普通の",共同的，共通的，共有的；一般的，普通的,3.27
komuniki,"{Ｂ}［他］伝える, 伝達する, 知らせる",传达，通知；传递，传播,6.33
koncepto,{Ｂ}【哲】概念,概念,8.9
koncerni,"{Ｂ}［他］（物事が）～に関係がある, ～にかかわる",涉及，关系到,6.33
koncerto,"{Ｂ}【楽】コンサート, 演奏会, 音楽会; 《転》協調, 協力",音乐会，演奏会；（转）协同，合作,8.4
kondamni,"{Ｂ}［他］【法】刑を宣告する, 有罪とする; 非難する, とがめる",宣判（有罪）；谴责，非难,8.4
kondiĉo,"{Ｂ}条件; 約定; 状態, 環境",条件；条款；状态，环境,5.83
konduki,"{Ｂ}［他］導く, 連れて行く, 案内する; 至る, 通じる; 指揮する; 運転する, =stiri; =〜ti",带领，引导；通向，导致；指挥；驾驶,3.27
konduti,"{Ｂ}［自］ふるまう, 態度をとる",行为表现，待人接物,5.83
konferenco,"{Ｂ}（公的機関が主催する）会議, 協議会, 会談",会议，协商会，会谈,8.4
konfesi,"{Ｂ}［他］告白する, 打ち明ける; 白状する; （信仰を）告白する; 【キ】告解する, ざんげする",坦白，承认；供认；（信仰）告白；（宗）忏悔,7.4
konfidenco,"{Ｂ}（内密の）打ち明け話, 内緒話",知心话，悄悄话，隐情,8.9
konfidi,"{Ｂ}［他］信頼する（託す）, 信用する; （信頼して）委託する, 預ける; （内密に）打ち明ける",信任，信赖，委托，吐露,8.4
konfirmi,"{Ｂ}［他］確認する, 立証する; 認める, 追認する; =〜acii",确认，证实；批准，认可,8.4
konfuzi,"{Ｂ}［他］混乱させる, かき乱す; 取り違える, 混同する; まごつかせる, 困惑させる",使混乱，搅乱；混淆,8.4
kongreso,"{Ｂ}大会, 会議; 【政】（米の）国会, 連邦議会, （仏国会の）両院合同会議",大会，会议；（政）国会,6.33
koni,"{Ｂ}［他］（体験して）知っている; 知り合いである, 面識がある; 精通している; 経験する",认识；了解，熟悉；精通；亲身经历过,2.27
konjekti,"{Ｂ}［他］推測する, 推定する, 憶測する",推测，猜想，揣度,8.4
konkludi,"{Ｂ}［他］結論する, 結論を下す; 締めくくる",得出结论，推断出；作结，结束,8.4
konkuri,"{Ｂ}［自］競争する, 競う, 張り合う",竞争,8.4
konkurso,"{Ｂ}競技; 競技会, コンクール; 選抜試験",竞赛，比赛；选拔考试,8.9
konscienco,"{Ｂ}良心, 道義心",良心，道德心,8.4
konscii,"{Ｂ}［自］意識している, 自覚している（「〜について」または節を補語に取る）",意识到；自觉,5.83
konsekvenco,"{Ｂ}（論理的）帰結, （当然の）結果, 成り行き",（逻辑）归结；结果，后果,8.9
konsenti,"{Ｂ}［自］同意見である, 意見が一致している; ［他］承諾する, 容認する",同意,3.27
konservi,"{Ｂ}［他］保存する, 保管する, 貯蔵する; 保つ, 保持する, 維持する",保存，保持,5.33
konsideri,"{Ｂ}［他］考慮する, 考察する; 考慮に入れる; （～と）見なす",考虑；把…看作…,6.33
konsili,"{Ｂ}［他］助言する, 勧める, 忠告する",建议，劝告，忠告,2.77
konsisti,"{Ｂ}［自］～から成り立つ, ～でできている; （本質・要点が）～にある",由…组成；其要点在于…,5.83
konsoli,"{Ｂ}［他］慰める, （心痛を）和らげる, 癒やす",安慰；抚慰，减轻痛苦,6.33
konstanta,"{Ｂ}不変の, 一定の, 常置の, 絶え間ない; （人が）志操堅固な",恒定，不变，坚贞,5.83
konstati,"{Ｂ}［他］（調べて）確認する, 確かめる, 確証する, >>〜",确认，证实；查明,6.33
konstitucio,"{Ｂ}【法】憲法; 【医】体質, 体格",宪法；（医）体质，体格,8.9
konstrui,"{Ｂ}［他］建造する, 建築する, 建設する; 組み立てる, 構成する",建造，建筑；组装，构成,2.77
konsumi,"{Ｂ}［他］（少しずつ）消費する, 消耗する; 食べ尽くす, （炎が）焼き尽くす; やつれさせる",耗尽，用尽；消费，消耗；食（饮）用,8.9
kontanta,"{Ｂ}【商】即時払いの, 即金の; 現金の, >>kredita",付现款的；现金的,8.9
kontenta,"{Ｂ}満足した, 甘んじた",满意，满足,3.27
kontrakti,"{Ｂ}［自・他］契約する, 契約を結ぶ",订契约，立合同；缔结,8.4
kontraŭ,"{Ｂ}［前］～に向かって, ～に対して, ～に対抗して, ～に反して",对着，向着；反对，违背,1.77
kontroli,"{Ｂ}［他］検査する, 点検する, 照合する, チェックする, 調べる, >>〜",检查，检验，核对,6.83
konvena,"{Ｂ}適切な, ふさわしい, 向いている; 礼儀にかなった",适当，适合；合乎礼仪，得体,5.83
konversacii,"{Ｂ}［自］会話する, 親しく話す",会话，谈话，交谈,7.33
konvinki,"{Ｂ}［他］（論理や証拠によって）説得する, 説き伏せる",说服，使信服,8.4
korbo,"{Ｂ}かご, ざる",篮，筐，篓,6.9
kordo,"{Ｂ}【楽】弦; 《転》（心の）琴線; 【解】索状部, 声帯; 【数】弦",（乐）弦；（转）心弦；（解）索状部、声带；（数）弦,8.4
korekti,"{Ｂ}［他］訂正する, 校正する; 修正する, 矯正する",改正，纠正；校正；修正,7.33
korespondi,"{Ｂ}［自］文通する; （乗物が）接続する; （内容などが）対応する, 一致する",通信（尤指书信往来）；（交通）衔接；（内容等）对应，一致,5.83
koridoro,"{Ｂ}廊下, 通廊, 回廊; 【政】回廊地帯; 【車】（道路の）車線",走廊，回廊；（政）走廊地带；（交通）车道,8.9
korno,{Ｂ}【動】角（つの）; 角状のもの; 【楽】ホルン; 角笛（つのぶえ）; 警笛,角；角状物；号角（乐器/警报）,7.4
koro,"{Ｂ}【解】心臓; 《転》心（こころ）; 中心, 芯（しん）",心；心脏；中心,2.27
korpo,"{Ｂ}体, 身体, 肉体; 胴体; 本体; 物体; 【理】物体; 【数】体",身体，体；物体；（数）体,3.27
korto,{Ｂ}中庭,庭院,4.33
korvo,"{Ｂ}【鳥】カラス（属）（鴉、烏）, >>korako, >>〜, >>monedo",乌鸦（鸦科鸟）,8.9
kosmo,"{Ｂ}【天】宇宙, >>〜; 《転》完全体系, ><kaoso",宇宙；（转）完整体系（与混沌相对）,8.9
kosti,"{Ｂ}［自］費用がかかる, 値段が〜である; 《転》（代償を）要する",花费，要价；（转）需要付出代价,2.77
kostumo,"{Ｂ}服装, 衣装; 【劇】舞台衣装",服装，衣装；（戏剧）舞台服装,8.9
koto,"{Ｂ}（雨などでできた）泥, ぬかるみ, >>ŝlimo; 《転》汚辱",泥，泥泞；（转）污辱，耻辱,8.4
kotono,"{Ｂ}綿（めん）, 綿花; 木綿, >>〜",棉，棉花；棉织物,7.9
koverto,{Ｂ}封筒,信封,5.33
kovri,"{Ｂ}［他］覆う, かぶせる; 覆いかくす; 償う, 埋め合わせる",覆盖，遮住；补偿，弥补,3.27
krado,{Ｂ}【建】格子; 格子柵; 格子状のもの; 【電】グリッド,格子，栅格；铁篦子；（电）栅极,8.4
krajono,{Ｂ}鉛筆,铅笔,5.33
kranio,"{Ｂ}【解】頭蓋, 頭蓋骨; 《転》頭",颅，头盖骨；（转）头部,8.9
krano,"{Ｂ}【機】（水道・ガスなどの）栓, コック, 蛇口",旋塞，龙头,8.4
kravato,{Ｂ}【服】ネクタイ,领带,7.4
kraĉi,{Ｂ}［自］つば・たんを吐く; ［他］吐く,吐痰，吐唾沫,8.9
kredi,"{Ｂ}［他］信じる, 確信する, 信用する; ［自］信仰する",相信；信任；（宗）信仰,2.27
kredito,"{Ｂ}【商】信用; 掛け, 信用貸; （簿記の）貸方, ><〜",信用；赊购，赊欠；（簿记）贷方,8.9
krei,"{Ｂ}［他］創造する, 創作する, 創設する, 創出する",创造，开创,5.33
kremo,"{Ｂ}乳脂, クリーム; 【薬】クリーム; 《転》最良の部分",奶油；（药/化妆品）霜；奶油状物；（转）精华,7.9
krepusko,"{Ｂ}（朝・夕の）薄明り, たそがれ; 《転》衰え",拂晓；黄昏；衰微，晚年,8.4
kreski,"{Ｂ}［自］成長する, 発育する, 生える; 《転》増大する",生长，成长；（转）增长，扩大,2.77
kreto,"{Ｂ}チョーク, 白墨; 【鉱】白亜",白垩，粉笔,8.4
krevi,"{Ｂ}［自］はじける, 破裂する, はり裂ける; ひび割れる",爆裂，破裂，裂开,7.9
krii,"{Ｂ}［自］叫ぶ, 泣き叫ぶ; ［他］大声で言う",大叫，喊叫；高声说,2.77
krimo,"{Ｂ}罪, 犯罪",罪行，犯罪；罪恶,7.4
kripla,"{Ｂ}身体に障害のある, 肢体が不自由な; 欠陥のある（差別的表現は避ける）",肢体残障的；有缺陷的,8.4
kristalo,{Ｂ}【化】結晶; クリスタルガラス（鉱物の水晶は kvarco）,晶体，结晶体；水晶玻璃,8.9
kritiki,{Ｂ}［他］批評する; 批判する,评论；批评，批判,6.83
krizo,"{Ｂ}危機, 重大局面; 【医】（病気の）急変, 発作",危机，重大关头；（医）急变，发作,8.4
krokodilo,"{Ｂ}【動】ワニ（鰐，総称）; クロコダイル（科）（ナイルワニ、イリエワニなど）, >>aligatoro",鳄鱼（鳄属动物）；[~i]在讲世界语的环境中说民族语,8.9
krom,{Ｂ}［前］～のほかは（～を除いて）; ～のほかにも（～を含めて）,除…之外（不含）；除…之外还有（包含）,1.77
krono,"{Ｂ}冠, 王冠; （栄誉の印としての）花冠, 栄冠; 王権, 王位; 冠状のもの / 【貨】クローネ（デンマーク・スウェーデンなどの通貨）",冠，王冠；花冠，荣冠；王权，王位；冠状物；（货币）克朗,8.4
kroĉi,"{Ｂ}［他］掛ける, ひっ掛ける; 強くつかむ",（用钩）悬挂；抓住，固定,7.9
kruco,{Ｂ}【宗】十字架; はりつけ台; 十字形のもの; 《転》苦難,十字架；十字形标记、符号、物品；（转）苦难,5.33
kruda,"{Ｂ}生の, 未加工の; 粗野な, 荒々しい",生的，天然，未加工的，粗鲁,6.33
kruela,"{Ｂ}残酷な, むごい; 厳しい, 悲惨な",残忍，残暴；惨痛，悲惨,8.4
kruro,"{Ｂ}（人・動物の）脚, 足（全体）; 【解】すね, 脚（膝から足首まで）, >>〜; 《転》脚部",腿，脚；（解）小腿（膝至踝）；（转）支脚，腿状部位,5.33
krusto,"{Ｂ}（パン菓子などの）硬い皮, 外皮; 硬い表面, 殻; （傷の）かさぶた; 【地】地殻",硬皮，外壳；痂；（地）地壳,8.4
kruta,"{Ｂ}切り立った, 険しい",险峻，陡峭,8.4
kruĉo,"{Ｂ}（取っ手と注ぎ口のある）水差し, ピッチャー, ポット",壶，水罐；有柄带嘴的容器,8.4
kubo,"{Ｂ}【数】立方体; 【数】立方; サイコロ, =ĵet〜; 立方形の物",立方体；（数）立方；骰子；立方形物体,8.9
kubuto,"{Ｂ}【解】ひじ; 《転》曲がり角, 屈曲部; 【機】エルボ（管）, Ｌ字継手",肘；弯头，弯管接头,8.4
kudri,"{Ｂ}［他］縫う, 縫い合わせる",缝,6.33
kuglo,"{Ｂ}弾丸, たま, 小銃弾",子弹，枪弹,8.4
kuiri,"{Ｂ}［他］（加熱して）料理する, 調理する",煮，烧，烹调,3.27
kuko,"{Ｂ}【菓】焼き菓子, ケーキ, パイなどのケーキ類",蛋糕，糕点；派类点心,5.33
kukumo,{Ｂ}【植】キュウリ（種）; キュウリの果実,黄瓜；（尤指）黄瓜果实,8.9
kukurbo,{Ｂ}【植】カボチャ（属）,南瓜属植物（南瓜、西葫芦等）,8.9
kulero,"{Ｂ}【料】さじ, スプーン",匙，勺，汤匙,5.33
kulpa,"{Ｂ}罪のある, 過ちを犯した",有罪的；有过失的,5.33
kulturi,"{Ｂ}［他］土地を耕作する, 栽培・養殖する; （人を）啓発する, 文化的に高める; =kultivi（耕作する・栽培する）",耕作，栽培，养殖；教化，启发，使有文化,5.83
kun,"{Ｂ}［前］～と共に, ～と一緒に; ～と, ～に対して; ～を連れて, ～を持って; ～と同時に, ～しながら",和…一起；与…；带着…；用…,1.77
kuniklo,"{Ｂ}【動】カイウサギ, イエウサギ（家兎）, >>〜",家兔；（泛）兔子,8.9
kupono,"{Ｂ}クーポン（券）, 切符の半券; 【経】利札（りさつ）",券，票券；票券存根；（经）息票,8.9
kupro,{Ｂ}【化】銅（原子番号29の金属元素）,铜,8.4
kuraci,"{Ｂ}［他］治療する, 治す; 《転》癒やす",治疗；医治；（转）抚慰，治愈,5.33
kuraĝa,"{Ｂ}勇気ある, 勇敢な, 度胸のある, 元気な",勇敢，有胆量；精神振作的,2.77
kurbo,"{Ｂ}曲線, カーブ; 【学】（グラフの）曲線",曲线,7.9
